gene_id,cluster,species,resistant_phenotype,product
fig|210.10657.peg.854,1,Helicobacter pylori,Unknown,Flagellar basal body-associated protein FliL
fig|210.10657.peg.860,3,Helicobacter pylori,Unknown,Flagellar motor rotation protein MotA
fig|210.10657.peg.861,1,Helicobacter pylori,Unknown,Flagellar motor rotation protein MotB
fig|210.10657.peg.890,0,Helicobacter pylori,Unknown,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting) (EC 4.2.1.115)"
fig|210.10657.peg.914,0,Helicobacter pylori,Unknown,Lipid-A-disaccharide synthase (EC 2.4.1.182)
fig|210.10657.peg.917,2,Helicobacter pylori,Unknown,Paralog of flagellar hook protein FlgE
fig|210.10657.peg.940,2,Helicobacter pylori,Unknown,putative Outer membrane protein
fig|210.10657.peg.955,2,Helicobacter pylori,Unknown,putative neuraminyllactose-binding hemagglutinin HpaA
fig|210.10657.peg.975,0,Helicobacter pylori,Unknown,Positive regulator of CheA protein activity (CheW)
fig|210.10658.peg.1006,2,Helicobacter pylori,Unknown,Paralysed flagella protein PflA
fig|210.10658.peg.101,1,Helicobacter pylori,Unknown,Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)
fig|210.10658.peg.103,2,Helicobacter pylori,Unknown,methyl-accepting chemotaxis protein (MCP)
fig|210.10658.peg.105,1,Helicobacter pylori,Unknown,Flagellin
fig|210.10658.peg.1086,3,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FliQ
fig|210.10658.peg.1087,0,Helicobacter pylori,Unknown,Flagellum-specific ATP synthase FliI
fig|210.10658.peg.1165,2,Helicobacter pylori,Unknown,Putative outer membrane protein
fig|210.10658.peg.118,2,Helicobacter pylori,Unknown,Chemotaxis protein CheV (EC 2.7.3.-)
fig|210.10658.peg.1180,1,Helicobacter pylori,Unknown,Flagellar basal-body rod modification protein FlgD
fig|210.10658.peg.1181,2,Helicobacter pylori,Unknown,Flagellar hook protein FlgE
fig|210.10658.peg.1220,2,Helicobacter pylori,Unknown,Putative lipoprotein HP_1462
fig|210.10658.peg.1234,0,Helicobacter pylori,Unknown,Phosphopantetheine adenylyltransferase (EC 2.7.7.3)
fig|210.10658.peg.1236,2,Helicobacter pylori,Unknown,Flagellar basal-body P-ring formation protein FlgA
fig|210.10658.peg.1317,0,Helicobacter pylori,Unknown,Alanine racemase (EC 5.1.1.1)
fig|210.10658.peg.1332,0,Helicobacter pylori,Unknown,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)
fig|210.10658.peg.1336,0,Helicobacter pylori,Unknown,FIG137478: Hypothetical protein
fig|210.10658.peg.1394,3,Helicobacter pylori,Unknown,Homolog of fucose/glucose/galactose permeases
fig|210.10658.peg.1403,3,Helicobacter pylori,Unknown,Putative transporter
fig|210.10658.peg.1406,3,Helicobacter pylori,Unknown,"Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps"
fig|210.10658.peg.1415,2,Helicobacter pylori,Unknown,"Alpha-(1,3/1,4)-L-fucosyltransferase"
fig|210.10658.peg.142,2,Helicobacter pylori,Unknown,Putative outer membrane protein
fig|210.10658.peg.1428,0,Helicobacter pylori,Unknown,Positive regulator of CheA protein activity (CheW)
fig|210.10658.peg.1430,0,Helicobacter pylori,Unknown,Chemotaxis protein CheV (EC 2.7.3.-)
fig|210.10658.peg.1447,2,Helicobacter pylori,Unknown,putative neuraminyllactose-binding hemagglutinin HpaA
fig|210.10658.peg.147,0,Helicobacter pylori,Unknown,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)
fig|210.10658.peg.1479,0,Helicobacter pylori,Unknown,UDP-glucose 4-epimerase (EC 5.1.3.2)
fig|210.10658.peg.1484,0,Helicobacter pylori,Unknown,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase (EC 2.6.1.92)"
fig|210.10658.peg.1520,1,Helicobacter pylori,Unknown,FlgM protein
fig|210.10658.peg.1525,2,Helicobacter pylori,Unknown,Flagellar hook-associated protein FlgK
fig|210.10658.peg.1543,2,Helicobacter pylori,Unknown,hypothetical protein
fig|210.10658.peg.156,2,Helicobacter pylori,Unknown,"Alpha-(1,3/1,4)-L-fucosyltransferase"
fig|210.10658.peg.1603,2,Helicobacter pylori,Unknown,Lipopolysaccharide biosynthesis protein
fig|210.10658.peg.1623,2,Helicobacter pylori,Unknown,"Alpha-(1,3/1,4)-L-fucosyltransferase"
fig|210.10658.peg.184,2,Helicobacter pylori,Unknown,UDP-2-acetamido-2-deoxy-D-glucuronic acid dehydrogenase (NAD+) (EC 1.1.1.335)
fig|210.10658.peg.206,0,Helicobacter pylori,Unknown,Signal-transduction regulatory protein FlgR
fig|210.10658.peg.220,2,Helicobacter pylori,Unknown,RNA polymerase sigma-54 factor RpoN
fig|210.10658.peg.232,2,Helicobacter pylori,Unknown,Outer membrane protein
fig|210.10658.peg.260,1,Helicobacter pylori,Unknown,Flagellar protein FlaG
fig|210.10658.peg.261,1,Helicobacter pylori,Unknown,Flagellar cap protein FliD
fig|210.10658.peg.262,0,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FliS
fig|210.10658.peg.272,0,Helicobacter pylori,Unknown,Signal recognition particle receptor FtsY
fig|210.10658.peg.279,0,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FlhB
fig|210.10658.peg.319,1,Helicobacter pylori,Unknown,Flagellar basal body-associated protein FliL
fig|210.10658.peg.325,3,Helicobacter pylori,Unknown,Flagellar motor rotation protein MotA
fig|210.10658.peg.326,1,Helicobacter pylori,Unknown,Flagellar motor rotation protein MotB
fig|210.10658.peg.352,0,Helicobacter pylori,Unknown,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting) (EC 4.2.1.115)"
fig|210.10658.peg.376,0,Helicobacter pylori,Unknown,Lipid-A-disaccharide synthase (EC 2.4.1.182)
fig|210.10658.peg.379,2,Helicobacter pylori,Unknown,Paralog of flagellar hook protein FlgE
fig|210.10658.peg.440,2,Helicobacter pylori,Unknown,Flagellar motor switch protein FliN
fig|210.10658.peg.441,0,Helicobacter pylori,Unknown,Flagellar motor switch protein FliM
fig|210.10658.peg.442,0,Helicobacter pylori,Unknown,RNA polymerase sigma factor for flagellar operon
fig|210.10658.peg.444,0,Helicobacter pylori,Unknown,Flagellar synthesis regulator FleN
fig|210.10658.peg.445,0,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FlhF
fig|210.10658.peg.451,2,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FlhA
fig|210.10658.peg.46,2,Helicobacter pylori,Unknown,Putative periplasmic protein
fig|210.10658.peg.477,0,Helicobacter pylori,Unknown,Chemotaxis regulator - transmits chemoreceptor signals to flagellar motor components CheY
fig|210.10658.peg.502,1,Helicobacter pylori,Unknown,Flagellar basal-body rod protein FlgF
fig|210.10658.peg.507,2,Helicobacter pylori,Unknown,Flagellar assembly protein FliH
fig|210.10658.peg.508,0,Helicobacter pylori,Unknown,Flagellar motor switch protein FliG
fig|210.10658.peg.509,1,Helicobacter pylori,Unknown,Flagellar M-ring protein FliF
fig|210.10658.peg.525,2,Helicobacter pylori,Unknown,"UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase (EC 3.6.1.57)"
fig|210.10658.peg.526,0,Helicobacter pylori,Unknown,Pseudaminic acid cytidylyltransferase (EC 2.7.7.81)
fig|210.10658.peg.527,1,Helicobacter pylori,Unknown,Flagellar L-ring protein FlgH
fig|210.10658.peg.555,2,Helicobacter pylori,Unknown,Flagellar hook-associated protein FlgL
fig|210.10658.peg.572,0,Helicobacter pylori,Unknown,Lipopolysaccharide core heptosyltransferase I
fig|210.10658.peg.593,2,Helicobacter pylori,Unknown,hypothetical protein
fig|210.10658.peg.603,2,Helicobacter pylori,Unknown,Flagellar P-ring protein FlgI
fig|210.10658.peg.605,2,Helicobacter pylori,Unknown,Flagellar sensory histidine kinase FlgS
fig|210.10658.peg.606,0,Helicobacter pylori,Unknown,DNA protection during starvation protein
fig|210.10658.peg.702,0,Helicobacter pylori,Unknown,Pseudaminic acid synthase (EC 2.5.1.97)
fig|210.10658.peg.707,3,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FliR
fig|210.10658.peg.720,2,Helicobacter pylori,Unknown,putative lipopolysaccharide biosynthesis protein
fig|210.10658.peg.764,1,Helicobacter pylori,Unknown,Flagellin
fig|210.10658.peg.776,2,Helicobacter pylori,Unknown,Methyl-accepting chemotaxis protein
fig|210.10658.peg.780,2,Helicobacter pylori,Unknown,methyl-accepting chemotaxis protein (tlpA)
fig|210.10658.peg.785,2,Helicobacter pylori,Unknown,"putative ALPHA(1,2)FUCOSYLTRANSFERASE"
fig|210.10658.peg.786,2,Helicobacter pylori,Unknown,"putative ALPHA(1,2)FUCOSYLTRANSFERASE"
fig|210.10658.peg.797,2,Helicobacter pylori,Unknown,Methyl-accepting chemotaxis signal transduction protein
fig|210.10658.peg.805,2,Helicobacter pylori,Unknown,Urease gamma subunit (EC 3.5.1.5) / Urease beta subunit (EC 3.5.1.5)
fig|210.10658.peg.806,2,Helicobacter pylori,Unknown,Urease alpha subunit (EC 3.5.1.5)
fig|210.10658.peg.807,2,Helicobacter pylori,Unknown,Urea channel UreI
fig|210.10658.peg.808,2,Helicobacter pylori,Unknown,Urease accessory protein UreE
fig|210.10658.peg.809,2,Helicobacter pylori,Unknown,Urease accessory protein UreF
fig|210.10658.peg.810,2,Helicobacter pylori,Unknown,Urease accessory protein UreG
fig|210.10658.peg.811,0,Helicobacter pylori,Unknown,Urease accessory protein UreD
fig|210.10658.peg.86,0,Helicobacter pylori,Unknown,Flagellar motor switch protein FliN
fig|210.10658.peg.880,1,Helicobacter pylori,Unknown,Flagellar hook-basal body complex protein FliE
fig|210.10658.peg.881,1,Helicobacter pylori,Unknown,Flagellar basal-body rod protein FlgC
fig|210.10658.peg.882,1,Helicobacter pylori,Unknown,Flagellar basal-body rod protein FlgB
fig|210.10658.peg.888,1,Helicobacter pylori,Unknown,"Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4)"
fig|210.10658.peg.898,2,Helicobacter pylori,Unknown,Uncharacterized homolog of the cytoplasmic domain of flagellar protein FhlB
fig|210.10658.peg.904,2,Helicobacter pylori,Unknown,Pyridoxine 5'-phosphate synthase (EC 2.6.99.2)
fig|210.10658.peg.905,2,Helicobacter pylori,Unknown,4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)
fig|210.10658.peg.907,1,Helicobacter pylori,Unknown,Flagellar basal-body rod protein FlgG
fig|210.10658.peg.930,2,Helicobacter pylori,Unknown,Chemotaxis protein CheV (EC 2.7.3.-)
fig|210.10658.peg.954,0,Helicobacter pylori,Unknown,Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) / Mannose-6-phosphate isomerase (EC 5.3.1.8)
fig|210.10658.peg.955,0,Helicobacter pylori,Unknown,"GDP-mannose 4,6-dehydratase (EC 4.2.1.47)"
fig|210.10658.peg.956,0,Helicobacter pylori,Unknown,GDP-L-fucose synthetase (EC 1.1.1.271)
fig|210.10658.peg.967,2,Helicobacter pylori,Unknown,vacuolating cytotoxin
fig|210.10658.peg.974,2,Helicobacter pylori,Unknown,outer membrane protein - adhesin
fig|210.10659.peg.1008,2,Helicobacter pylori,Unknown,outer membrane protein - adhesin
fig|210.10659.peg.1015,0,Helicobacter pylori,Unknown,Signal-transduction regulatory protein FlgR
fig|210.10659.peg.1017,2,Helicobacter pylori,Unknown,DNA gyrase subunit A (EC 5.99.1.3)
fig|210.10659.peg.1036,2,Helicobacter pylori,Unknown,UDP-2-acetamido-2-deoxy-D-glucuronic acid dehydrogenase (NAD+) (EC 1.1.1.335)
fig|210.10659.peg.1144,2,Helicobacter pylori,Unknown,Flagellar hook-associated protein FlgL
fig|210.10659.peg.1160,0,Helicobacter pylori,Unknown,Lipopolysaccharide core heptosyltransferase I
fig|210.10659.peg.123,2,Helicobacter pylori,Unknown,Chemotaxis protein CheV (EC 2.7.3.-)
fig|210.10659.peg.1233,3,Helicobacter pylori,Unknown,"Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps"
fig|210.10659.peg.1236,3,Helicobacter pylori,Unknown,Putative transporter
fig|210.10659.peg.1244,3,Helicobacter pylori,Unknown,Homolog of fucose/glucose/galactose permeases
fig|210.10659.peg.1276,2,Helicobacter pylori,Unknown,"Alpha-(1,3/1,4)-L-fucosyltransferase"
fig|210.10659.peg.1288,0,Helicobacter pylori,Unknown,Positive regulator of CheA protein activity (CheW)
fig|210.10659.peg.1290,0,Helicobacter pylori,Unknown,Chemotaxis protein CheV (EC 2.7.3.-)
fig|210.10659.peg.1307,2,Helicobacter pylori,Unknown,putative neuraminyllactose-binding hemagglutinin HpaA
fig|210.10659.peg.1341,0,Helicobacter pylori,Unknown,UDP-glucose 4-epimerase (EC 5.1.3.2)
fig|210.10659.peg.1346,0,Helicobacter pylori,Unknown,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase (EC 2.6.1.92)"
fig|210.10659.peg.14,1,Helicobacter pylori,Unknown,Flagellin
fig|210.10659.peg.1410,2,Helicobacter pylori,Unknown,Putative outer membrane protein
fig|210.10659.peg.1431,2,Helicobacter pylori,Unknown,Chemotaxis protein CheV (EC 2.7.3.-)
fig|210.10659.peg.1449,2,Helicobacter pylori,Unknown,Flagellar hook protein FlgE
fig|210.10659.peg.1450,1,Helicobacter pylori,Unknown,Flagellar basal-body rod modification protein FlgD
fig|210.10659.peg.146,1,Helicobacter pylori,Unknown,Flagellar basal-body rod protein FlgG
fig|210.10659.peg.1464,2,Helicobacter pylori,Unknown,Flagellar hook-associated protein FlgK
fig|210.10659.peg.1467,1,Helicobacter pylori,Unknown,FlgM protein
fig|210.10659.peg.148,2,Helicobacter pylori,Unknown,4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)
fig|210.10659.peg.149,2,Helicobacter pylori,Unknown,Pyridoxine 5'-phosphate synthase (EC 2.6.99.2)
fig|210.10659.peg.1495,2,Helicobacter pylori,Unknown,Lipopolysaccharide biosynthesis protein
fig|210.10659.peg.1499,3,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FliQ
fig|210.10659.peg.1500,0,Helicobacter pylori,Unknown,Flagellum-specific ATP synthase FliI
fig|210.10659.peg.1522,0,Helicobacter pylori,Unknown,FIG137478: Hypothetical protein
fig|210.10659.peg.1526,0,Helicobacter pylori,Unknown,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)
fig|210.10659.peg.1539,0,Helicobacter pylori,Unknown,Alanine racemase (EC 5.1.1.1)
fig|210.10659.peg.155,2,Helicobacter pylori,Unknown,Uncharacterized homolog of the cytoplasmic domain of flagellar protein FhlB
fig|210.10659.peg.1580,2,Helicobacter pylori,Unknown,RNA polymerase sigma-54 factor RpoN
fig|210.10659.peg.1587,2,Helicobacter pylori,Unknown,Putative outer membrane protein
fig|210.10659.peg.1623,2,Helicobacter pylori,Unknown,outer membrane protein - adhesin
fig|210.10659.peg.1630,2,Helicobacter pylori,Unknown,Outer membrane protein
fig|210.10659.peg.165,1,Helicobacter pylori,Unknown,"Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4)"
fig|210.10659.peg.172,1,Helicobacter pylori,Unknown,Flagellar basal-body rod protein FlgB
fig|210.10659.peg.173,1,Helicobacter pylori,Unknown,Flagellar basal-body rod protein FlgC
fig|210.10659.peg.174,1,Helicobacter pylori,Unknown,Flagellar hook-basal body complex protein FliE
fig|210.10659.peg.228,2,Helicobacter pylori,Unknown,Paralog of flagellar hook protein FlgE
fig|210.10659.peg.231,0,Helicobacter pylori,Unknown,Lipid-A-disaccharide synthase (EC 2.4.1.182)
fig|210.10659.peg.255,0,Helicobacter pylori,Unknown,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting) (EC 4.2.1.115)"
fig|210.10659.peg.26,2,Helicobacter pylori,Unknown,Methyl-accepting chemotaxis protein
fig|210.10659.peg.280,1,Helicobacter pylori,Unknown,Flagellar motor rotation protein MotB
fig|210.10659.peg.281,3,Helicobacter pylori,Unknown,Flagellar motor rotation protein MotA
fig|210.10659.peg.287,1,Helicobacter pylori,Unknown,Flagellar basal body-associated protein FliL
fig|210.10659.peg.30,2,Helicobacter pylori,Unknown,methyl-accepting chemotaxis protein (tlpA)
fig|210.10659.peg.328,0,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FlhB
fig|210.10659.peg.335,0,Helicobacter pylori,Unknown,Signal recognition particle receptor FtsY
fig|210.10659.peg.345,0,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FliS
fig|210.10659.peg.346,1,Helicobacter pylori,Unknown,Flagellar cap protein FliD
fig|210.10659.peg.347,2,Helicobacter pylori,Unknown,Flagellar protein FlaG
fig|210.10659.peg.35,2,Helicobacter pylori,Unknown,"putative ALPHA(1,2)FUCOSYLTRANSFERASE"
fig|210.10659.peg.36,2,Helicobacter pylori,Unknown,"putative ALPHA(1,2)FUCOSYLTRANSFERASE"
fig|210.10659.peg.384,1,Helicobacter pylori,Unknown,Flagellin
fig|210.10659.peg.387,2,Helicobacter pylori,Unknown,methyl-accepting chemotaxis protein (MCP)
fig|210.10659.peg.389,1,Helicobacter pylori,Unknown,Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)
fig|210.10659.peg.403,0,Helicobacter pylori,Unknown,Flagellar motor switch protein FliN
fig|210.10659.peg.443,2,Helicobacter pylori,Unknown,"cag island protein, CYTOTOXICITY ASSOCIATED IMMUNODOMINANT ANTIGEN"
fig|210.10659.peg.445,2,Helicobacter pylori,Unknown,cag pathogenicity island protein C
fig|210.10659.peg.446,2,Helicobacter pylori,Unknown,cag island protein
fig|210.10659.peg.447,2,Helicobacter pylori,Unknown,CAG pathogenicity island protein 23 (Protein picB)
fig|210.10659.peg.448,2,Helicobacter pylori,Unknown,cag pathogenicity island protein
fig|210.10659.peg.449,2,Helicobacter pylori,Unknown,cag island protein
fig|210.10659.peg.450,2,Helicobacter pylori,Unknown,cag island protein
fig|210.10659.peg.451,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag19)
fig|210.10659.peg.452,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag18)
fig|210.10659.peg.453,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag17)
fig|210.10659.peg.454,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag16)
fig|210.10659.peg.455,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag14)
fig|210.10659.peg.456,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag13)
fig|210.10659.peg.457,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag12)
fig|210.10659.peg.458,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag11)
fig|210.10659.peg.459,2,Helicobacter pylori,Unknown,"cag pathogenicity island protein (cag10) / Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB8"
fig|210.10659.peg.460,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag9)
fig|210.10659.peg.461,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag8)
fig|210.10659.peg.463,2,Helicobacter pylori,Unknown,cag pathogenicity island protein Z
fig|210.10659.peg.464,2,Helicobacter pylori,Unknown,"ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB11"
fig|210.10659.peg.465,2,Helicobacter pylori,Unknown,"Coupling protein VirD4, ATPase required for T-DNA transfer"
fig|210.10659.peg.467,2,Helicobacter pylori,Unknown,cag island protein
fig|210.10659.peg.468,2,Helicobacter pylori,Unknown,cag island protein
fig|210.10659.peg.47,2,Helicobacter pylori,Unknown,Methyl-accepting chemotaxis signal transduction protein
fig|210.10659.peg.470,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag1)
fig|210.10659.peg.472,2,Helicobacter pylori,Unknown,Putative periplasmic protein
fig|210.10659.peg.498,2,Helicobacter pylori,Unknown,hypothetical protein
fig|210.10659.peg.511,1,Helicobacter pylori,Unknown,Flagellar L-ring protein FlgH
fig|210.10659.peg.512,0,Helicobacter pylori,Unknown,Pseudaminic acid cytidylyltransferase (EC 2.7.7.81)
fig|210.10659.peg.528,1,Helicobacter pylori,Unknown,Flagellar M-ring protein FliF
fig|210.10659.peg.529,0,Helicobacter pylori,Unknown,Flagellar motor switch protein FliG
fig|210.10659.peg.530,2,Helicobacter pylori,Unknown,Flagellar assembly protein FliH
fig|210.10659.peg.536,1,Helicobacter pylori,Unknown,Flagellar basal-body rod protein FlgF
fig|210.10659.peg.56,2,Helicobacter pylori,Unknown,Urease gamma subunit (EC 3.5.1.5) / Urease beta subunit (EC 3.5.1.5)
fig|210.10659.peg.561,0,Helicobacter pylori,Unknown,Chemotaxis regulator - transmits chemoreceptor signals to flagellar motor components CheY
fig|210.10659.peg.57,2,Helicobacter pylori,Unknown,Urease alpha subunit (EC 3.5.1.5)
fig|210.10659.peg.586,2,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FlhA
fig|210.10659.peg.59,2,Helicobacter pylori,Unknown,Urea channel UreI
fig|210.10659.peg.592,0,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FlhF
fig|210.10659.peg.593,0,Helicobacter pylori,Unknown,Flagellar synthesis regulator FleN
fig|210.10659.peg.595,0,Helicobacter pylori,Unknown,RNA polymerase sigma factor for flagellar operon
fig|210.10659.peg.596,0,Helicobacter pylori,Unknown,Flagellar motor switch protein FliM
fig|210.10659.peg.597,2,Helicobacter pylori,Unknown,Flagellar motor switch protein FliN
fig|210.10659.peg.60,2,Helicobacter pylori,Unknown,Urease accessory protein UreE
fig|210.10659.peg.61,2,Helicobacter pylori,Unknown,Urease accessory protein UreF
fig|210.10659.peg.62,2,Helicobacter pylori,Unknown,Urease accessory protein UreG
fig|210.10659.peg.63,0,Helicobacter pylori,Unknown,Urease accessory protein UreD
fig|210.10659.peg.630,2,Helicobacter pylori,Unknown,hypothetical protein
fig|210.10659.peg.677,3,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FliR
fig|210.10659.peg.683,0,Helicobacter pylori,Unknown,Pseudaminic acid synthase (EC 2.5.1.97)
fig|210.10659.peg.748,0,Helicobacter pylori,Unknown,DNA protection during starvation protein
fig|210.10659.peg.749,2,Helicobacter pylori,Unknown,Flagellar sensory histidine kinase FlgS
fig|210.10659.peg.751,2,Helicobacter pylori,Unknown,Flagellar P-ring protein FlgI
fig|210.10659.peg.760,2,Helicobacter pylori,Unknown,hypothetical protein
fig|210.10659.peg.841,2,Helicobacter pylori,Unknown,Flagellar basal-body P-ring formation protein FlgA
fig|210.10659.peg.843,0,Helicobacter pylori,Unknown,Phosphopantetheine adenylyltransferase (EC 2.7.7.3)
fig|210.10659.peg.857,2,Helicobacter pylori,Unknown,Putative lipoprotein HP_1462
fig|210.10659.peg.95,0,Helicobacter pylori,Unknown,GDP-L-fucose synthetase (EC 1.1.1.271)
fig|210.10659.peg.96,0,Helicobacter pylori,Unknown,"GDP-mannose 4,6-dehydratase (EC 4.2.1.47)"
fig|210.10659.peg.97,0,Helicobacter pylori,Unknown,Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) / Mannose-6-phosphate isomerase (EC 5.3.1.8)
fig|210.10659.peg.977,2,Helicobacter pylori,Unknown,Paralysed flagella protein PflA
fig|210.10681.peg.1055,2,Helicobacter pylori,Unknown,Flagellar motor switch protein FliN
fig|210.10681.peg.1056,0,Helicobacter pylori,Unknown,Flagellar motor switch protein FliM
fig|210.10681.peg.1057,0,Helicobacter pylori,Unknown,RNA polymerase sigma factor for flagellar operon
fig|210.10681.peg.1059,0,Helicobacter pylori,Unknown,Flagellar synthesis regulator FleN
fig|210.10681.peg.1060,0,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FlhF
fig|210.10681.peg.1066,2,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FlhA
fig|210.10681.peg.1067,2,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FlhA
fig|210.10681.peg.1094,0,Helicobacter pylori,Unknown,Chemotaxis regulator - transmits chemoreceptor signals to flagellar motor components CheY
fig|210.10681.peg.1118,1,Helicobacter pylori,Unknown,Flagellar basal-body rod protein FlgF
fig|210.10681.peg.1124,2,Helicobacter pylori,Unknown,Flagellar assembly protein FliH
fig|210.10681.peg.1125,0,Helicobacter pylori,Unknown,Flagellar motor switch protein FliG
fig|210.10681.peg.1126,1,Helicobacter pylori,Unknown,Flagellar M-ring protein FliF
fig|210.10681.peg.1149,2,Helicobacter pylori,Unknown,"UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase (EC 3.6.1.57)"
fig|210.10681.peg.1151,1,Helicobacter pylori,Unknown,Flagellar L-ring protein FlgH
fig|210.10681.peg.1179,2,Helicobacter pylori,Unknown,Flagellar hook-associated protein FlgL
fig|210.10681.peg.1195,0,Helicobacter pylori,Unknown,Lipopolysaccharide core heptosyltransferase I
fig|210.10681.peg.120,0,Helicobacter pylori,Unknown,Flagellum-specific ATP synthase FliI
fig|210.10681.peg.121,3,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FliQ
fig|210.10681.peg.1218,2,Helicobacter pylori,Unknown,hypothetical protein
fig|210.10681.peg.1227,2,Helicobacter pylori,Unknown,Flagellar P-ring protein FlgI
fig|210.10681.peg.1229,2,Helicobacter pylori,Unknown,Flagellar sensory histidine kinase FlgS
fig|210.10681.peg.1230,0,Helicobacter pylori,Unknown,DNA protection during starvation protein
fig|210.10681.peg.127,2,Helicobacter pylori,Unknown,Lipopolysaccharide biosynthesis protein
fig|210.10681.peg.1296,0,Helicobacter pylori,Unknown,Pseudaminic acid synthase (EC 2.5.1.97)
fig|210.10681.peg.1302,3,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FliR
fig|210.10681.peg.1316,2,Helicobacter pylori,Unknown,putative lipopolysaccharide biosynthesis protein
fig|210.10681.peg.1364,1,Helicobacter pylori,Unknown,Flagellin
fig|210.10681.peg.1376,2,Helicobacter pylori,Unknown,Methyl-accepting chemotaxis protein
fig|210.10681.peg.1380,2,Helicobacter pylori,Unknown,methyl-accepting chemotaxis protein (tlpA)
fig|210.10681.peg.1385,2,Helicobacter pylori,Unknown,"putative ALPHA(1,2)FUCOSYLTRANSFERASE"
fig|210.10681.peg.1396,2,Helicobacter pylori,Unknown,Methyl-accepting chemotaxis signal transduction protein
fig|210.10681.peg.1406,2,Helicobacter pylori,Unknown,Urease gamma subunit (EC 3.5.1.5) / Urease beta subunit (EC 3.5.1.5)
fig|210.10681.peg.1407,2,Helicobacter pylori,Unknown,Urease alpha subunit (EC 3.5.1.5)
fig|210.10681.peg.1408,2,Helicobacter pylori,Unknown,Urea channel UreI
fig|210.10681.peg.1409,2,Helicobacter pylori,Unknown,Urease accessory protein UreE
fig|210.10681.peg.1410,2,Helicobacter pylori,Unknown,Urease accessory protein UreF
fig|210.10681.peg.1411,2,Helicobacter pylori,Unknown,Urease accessory protein UreG
fig|210.10681.peg.1412,0,Helicobacter pylori,Unknown,Urease accessory protein UreD
fig|210.10681.peg.1482,2,Helicobacter pylori,Unknown,Chemotaxis protein CheV (EC 2.7.3.-)
fig|210.10681.peg.1506,1,Helicobacter pylori,Unknown,Flagellar basal-body rod protein FlgG
fig|210.10681.peg.1509,2,Helicobacter pylori,Unknown,4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)
